id,cuisine
18746,italian
2149,mexican
37642,mexican
49537,indian
18749,french
8053,mexican
30014,chinese
30011,mexican
34515,korean
12871,italian
12870,mexican
8059,southern_us
30019,indian
34049,chinese
7148,vietnamese
10069,thai
2880,korean
2881,italian
26661,brazilian
7493,chinese
31498,italian
41409,southern_us
26665,british
44977,southern_us
44976,italian
23010,japanese
23013,italian
23012,indian
23014,japanese
28096,mexican
28097,irish
47259,indian
23018,cajun_creole
22632,indian
22637,jamaican
22638,vietnamese
26570,indian
26522,spanish
26523,mexican
26520,french
41400,southern_us
26524,vietnamese
24741,italian
24743,mexican
24748,mexican
47696,greek
14059,indian
28679,indian
28674,mexican
28677,chinese
31940,spanish
4763,italian
31943,irish
43311,mexican
4767,mexican
35644,french
4768,mexican
35648,thai
43318,greek
6588,italian
21906,italian
11244,french
32268,italian
19749,italian
32918,italian
32261,thai
32915,italian
5805,indian
5804,cajun_creole
17375,italian
685,french
48554,mexican
23900,italian
23905,moroccan
23904,vietnamese
23909,filipino
23908,chinese
11794,southern_us
27210,british
27214,french
13835,italian
20843,mexican
20842,southern_us
20841,british
32344,southern_us
25509,mexican
36347,southern_us
25500,moroccan
25505,italian
36340,french
42371,chinese
42370,italian
42373,italian
42372,japanese
2701,southern_us
4887,italian
39829,southern_us
9178,southern_us
9177,italian
39821,indian
39820,brazilian
10685,mexican
16979,vietnamese
16972,indian
42194,southern_us
16971,indian
42191,indian
12268,indian
17089,italian
12263,chinese
12264,italian
6254,vietnamese
45762,italian
14947,italian
9719,indian
6112,british
9710,italian
9715,italian
832,chinese
22994,french
22993,thai
33399,indian
37436,mexican
18971,southern_us
838,thai
33392,chinese
22999,japanese
24105,mexican
45341,mexican
45343,italian
45344,korean
48268,spanish
26853,italian
26850,mexican
44560,cajun_creole
26624,mexican
26859,italian
40041,italian
44568,mexican
44569,korean
5248,japanese
5247,southern_us
1725,mexican
1721,cajun_creole
13134,italian
11434,southern_us
6802,italian
15839,italian
40269,mexican
40268,thai
40599,indian
9001,southern_us
40265,italian
14303,italian
33972,cajun_creole
28463,italian
3006,chinese
3001,indian
28464,italian
28467,southern_us
5486,mexican
9458,japanese
18356,cajun_creole
3009,cajun_creole
7286,indian
20335,cajun_creole
20334,italian
48486,mexican
27450,japanese
20333,mexican
38014,indian
9455,russian
30370,chinese
30377,italian
31029,italian
31530,spanish
31020,mexican
31535,italian
21515,spanish
10675,mexican
5657,southern_us
9453,mexican
5652,italian
5651,southern_us
4450,jamaican
23732,italian
28282,greek
28289,italian
48875,indian
48876,southern_us
48870,filipino
27022,mexican
48873,mexican
47060,irish
47061,korean
48878,japanese
47064,chinese
12468,japanese
6418,french
6417,mexican
6416,chinese
12460,italian
6413,southern_us
35074,french
16457,chinese
19487,italian
19485,french
3912,filipino
3911,mexican
36634,mexican
34704,french
8310,mexican
8311,moroccan
8318,italian
34708,thai
47035,southern_us
23274,indian
9928,italian
39058,italian
5996,cajun_creole
35257,italian
35258,italian
23271,french
45005,southern_us
32700,southern_us
19266,greek
32705,italian
32704,southern_us
32708,southern_us
15066,thai
16761,japanese
219,mexican
12079,southern_us
6087,indian
6084,irish
22179,chinese
22178,french
12071,cajun_creole
24861,italian
33377,thai
5940,southern_us
25777,mexican
43764,french
25778,french
25779,filipino
21852,chinese
46081,italian
46087,italian
46738,southern_us
49509,italian
46084,southern_us
49507,french
49054,southern_us
24821,vietnamese
49502,french
46733,french
49500,indian
2554,southern_us
26084,korean
26083,russian
11476,cajun_creole
11477,french
11474,southern_us
11475,italian
11472,indian
43100,mexican
28143,southern_us
11479,southern_us
5010,southern_us
46558,italian
46889,chinese
46888,italian
5016,japanese
46881,italian
46886,mexican
46556,mexican
17416,mexican
17413,mexican
17410,mexican
36756,indian
9847,southern_us
13306,chinese
4416,italian
36758,southern_us
13303,mexican
25198,filipino
4410,mexican
919,italian
918,filipino
9549,french
36282,mexican
9547,chinese
9544,italian
36287,brazilian
14828,greek
14822,southern_us
14823,japanese
30758,southern_us
14826,italian
20108,italian
20104,mexican
48670,southern_us
48671,moroccan
44779,mexican
22947,chinese
31690,indian
27597,irish
27590,mexican
27591,spanish
41501,british
41509,greek
48012,chinese
27843,thai
14939,chinese
27846,southern_us
48014,southern_us
27845,mexican
40901,mexican
40902,cajun_creole
21362,french
39614,italian
29706,mexican
29257,italian
29704,chinese
29251,italian
39611,french
39613,filipino
11814,italian
37086,italian
18503,southern_us
11817,greek
11810,mexican
11811,greek
11812,italian
11813,mexican
18509,southern_us
46242,chinese
34280,italian
34282,thai
15157,indian
34289,southern_us
29429,japanese
29394,british
39533,southern_us
39537,mexican
39538,italian
25722,italian
31702,moroccan
40868,irish
31706,british
31705,french
7163,mexican
31709,thai
34852,italian
33560,chinese
37666,southern_us
37888,thai
37887,french
37886,thai
37668,indian
37880,indian
30032,irish
30031,mexican
12898,french
30034,chinese
34065,italian
34066,mexican
12896,mexican
12891,italian
12890,japanese
8077,southern_us
34063,cajun_creole
44955,indian
40672,chinese
40670,indian
26640,southern_us
39280,southern_us
34236,southern_us
47909,greek
23039,indian
23038,italian
1119,italian
28077,italian
47906,indian
23033,southern_us
47272,thai
47903,russian
6781,indian
16540,filipino
2308,italian
22347,vietnamese
22344,moroccan
41923,mexican
22340,mexican
26501,chinese
26502,cajun_creole
26504,french
26506,vietnamese
15011,italian
42670,mexican
28618,italian
38223,mexican
38221,indian
28612,french
42673,british
38228,cajun_creole
13611,greek
35629,italian
43377,cajun_creole
35625,indian
48902,cajun_creole
32934,japanese
19704,italian
19016,mexican
8267,thai
19010,mexican
23696,mexican
23694,french
11263,thai
23698,italian
32939,southern_us
11265,italian
28544,greek
30398,brazilian
45026,vietnamese
41012,mexican
41015,italian
19743,indian
25699,greek
25698,british
25348,italian
25690,chinese
25694,irish
25696,indian
9674,filipino
23962,mexican
39652,italian
14541,japanese
27270,greek
31371,moroccan
43594,mexican
25524,thai
43592,mexican
28263,korean
191,indian
25529,italian
192,thai
19447,italian
21994,italian
21995,greek
42354,mexican
42420,southern_us
42423,italian
17311,indian
17317,italian
17319,indian
6912,vietnamese
12797,indian
39841,italian
39843,italian
9156,italian
8666,greek
10334,southern_us
39846,italian
39849,southern_us
2766,thai
16406,korean
34459,spanish
16404,korean
16953,southern_us
16954,mexican
16957,mexican
6270,chinese
6275,italian
30674,mexican
6278,thai
21195,moroccan
20823,thai
20827,british
240,italian
9731,moroccan
9735,filipino
9739,chinese
9738,italian
21440,spanish
21441,southern_us
49264,indian
21443,indian
21332,chinese
37412,mexican
24128,italian
24129,thai
13794,mexican
16715,french
22979,cajun_creole
31443,mexican
853,russian
16240,italian
16713,mexican
41339,french
44625,italian
16710,italian
45369,southern_us
45368,southern_us
45365,mexican
45362,thai
41992,vietnamese
48240,mexican
32450,italian
44549,italian
44013,mexican
44542,japanese
7461,vietnamese
14148,chinese
14144,mexican
14143,japanese
41194,moroccan
12009,southern_us
5226,mexican
18816,chinese
15811,southern_us
15815,japanese
16708,mexican
3063,mexican
14368,thai
14499,italian
3067,italian
3066,italian
17942,mexican
3064,southern_us
33911,mexican
14492,spanish
3068,cajun_creole
14497,italian
14495,indian
28440,italian
45942,french
27471,indian
38038,chinese
20315,mexican
45944,southern_us
27479,korean
20318,chinese
47599,moroccan
47592,french
47594,italian
44811,french
40247,japanese
40246,mexican
29064,chinese
40242,italian
19136,southern_us
40249,indian
1307,french
47732,southern_us
23757,japanese
47730,thai
47048,italian
28912,chinese
34495,irish
34494,italian
34497,french
498,italian
27047,moroccan
48819,southern_us
34498,irish
6479,french
30939,italian
6472,mexican
30931,japanese
6477,mexican
15367,indian
31517,southern_us
31515,indian
31513,italian
7758,chinese
35014,indian
32893,vietnamese
32892,italian
3938,mexican
32894,mexican
3935,russian
19464,thai
21926,jamaican
3930,southern_us
32543,italian
3932,italian
34723,southern_us
8336,mexican
8337,greek
34724,southern_us
8338,chinese
34728,jamaican
6710,jamaican
39075,greek
9900,italian
9901,greek
9909,mexican
27402,italian
24466,mexican
20363,southern_us
24468,cajun_creole
19209,indian
19202,italian
32765,filipino
45937,russian
22404,moroccan
22159,southern_us
22403,indian
22402,french
13755,indian
26319,greek
26318,chinese
44040,cajun_creole
26314,italian
4049,mexican
43293,italian
25753,southern_us
25754,southern_us
25756,mexican
43296,indian
3667,mexican
49078,cajun_creole
3661,indian
46710,chinese
24806,thai
43121,cajun_creole
2579,indian
2577,indian
23823,russian
11458,cajun_creole
11454,mexican
28847,filipino
11450,italian
23825,greek
17435,greek
3596,filipino
5037,british
5034,mexican
11490,jamaican
13320,mexican
4430,southern_us
38586,italian
17124,chinese
36732,japanese
975,italian
36731,mexican
37348,russian
979,southern_us
46303,italian
21934,italian
48655,chinese
48656,moroccan
20127,french
49174,french
48652,italian
48658,italian
48389,southern_us
48382,thai
46658,french
27115,mexican
44710,italian
44712,italian
39988,french
44716,french
49612,italian
44718,southern_us
39986,cajun_creole
39983,italian
42657,moroccan
42655,thai
46573,mexican
42650,italian
42651,mexican
24270,thai
41073,greek
41072,irish
48033,french
45002,southern_us
11126,southern_us
41074,moroccan
10475,italian
10474,italian
10476,mexican
10471,chinese
26682,russian
42803,italian
10478,vietnamese
24091,moroccan
29279,indian
29278,indian
45879,italian
39670,french
29270,italian
33763,mexican
33761,chinese
33767,mexican
14807,jamaican
14808,korean
18836,cajun_creole
18833,chinese
18520,mexican
30583,italian
30580,jamaican
30584,french
32949,greek
30589,thai
34265,southern_us
30232,greek
15917,southern_us
29184,italian
39519,greek
7108,jamaican
47944,italian
31729,spanish
31720,french
31725,chinese
24644,italian
18788,greek
1684,italian
37601,italian
33585,italian
33582,korean
33580,italian
37606,italian
30058,french
34002,filipino
34003,thai
30053,spanish
40657,mexican
40650,vietnamese
29984,southern_us
40652,mexican
29986,southern_us
28055,italian
14775,southern_us
28052,moroccan
24256,mexican
24250,chinese
24251,cajun_creole
47928,southern_us
46874,chinese
28583,southern_us
1467,italian
1466,thai
28585,greek
10080,italian
16937,southern_us
24784,chinese
24786,mexican
43965,italian
4238,french
4237,chinese
4236,mexican
4234,chinese
4233,italian
13923,southern_us
4231,french
5591,moroccan
5592,italian
5594,southern_us
5596,mexican
23638,southern_us
11588,thai
38205,cajun_creole
38206,southern_us
29524,chinese
38200,chinese
13694,southern_us
31985,indian
31986,italian
35604,italian
35601,japanese
13693,italian
313,italian
13698,greek
316,southern_us
11201,mexican
11204,italian
43350,indian
11208,indian
43352,southern_us
43354,cajun_creole
8863,mexican
16566,japanese
19071,italian
29732,thai
10717,southern_us
22363,korean
43715,japanese
22369,thai
25321,southern_us
440,italian
23947,mexican
23417,chinese
23416,french
23411,mexican
23410,chinese
26797,greek
43716,spanish
23419,mexican
29603,filipino
27254,moroccan
27251,french
22094,southern_us
22098,southern_us
31842,indian
2295,indian
43562,thai
32376,southern_us
19697,italian
46381,mexican
46382,korean
42406,british
42405,italian
15876,cajun_creole
15877,italian
15874,italian
17330,italian
15760,spanish
10319,greek
7925,french
9136,mexican
7296,mexican
9134,indian
10646,mexican
10647,thai
39865,southern_us
39864,spanish
10314,british
10640,korean
10317,vietnamese
16428,mexican
16424,french
16423,indian
6294,southern_us
6293,french
26127,irish
26122,southern_us
19319,southern_us
20805,filipino
33720,thai
3489,russian
635,chinese
37470,italian
37476,thai
7708,italian
37475,japanese
21316,indian
49715,mexican
21311,mexican
49242,mexican
49243,italian
17597,thai
17596,brazilian
876,southern_us
877,indian
22951,italian
872,southern_us
871,mexican
2740,southern_us
4591,indian
2031,cajun_creole
4595,indian
2749,chinese
4847,italian
37305,chinese
44525,indian
5203,southern_us
14163,mexican
14162,french
14167,spanish
14166,filipino
14165,italian
13410,mexican
13178,indian
36070,greek
36078,italian
13417,mexican
11191,indian
37297,french
33934,italian
11194,indian
11197,greek
11196,indian
18319,irish
18939,greek
17920,southern_us
35370,moroccan
38058,mexican
3045,mexican
45929,french
27418,southern_us
27411,thai
20373,french
27412,southern_us
20374,indian
45927,italian
44037,italian
44030,southern_us
44031,jamaican
40009,mexican
44038,italian
41715,vietnamese
41719,southern_us
23836,southern_us
15699,british
29049,southern_us
29045,greek
29046,cajun_creole
29047,mexican
29042,chinese
1322,italian
23779,mexican
47719,jamaican
1324,french
28933,cajun_creole
47715,mexican
47710,italian
47711,korean
23776,indian
27068,mexican
15437,mexican
8680,southern_us
8681,italian
12425,mexican
6457,southern_us
30917,italian
8134,indian
15349,italian
27062,italian
27063,southern_us
27065,thai
27066,mexican
11223,mexican
35038,jamaican
8345,southern_us
31069,italian
35031,italian
31063,mexican
19191,italian
19192,mexican
19195,japanese
3954,mexican
34741,southern_us
8351,mexican
8352,italian
34742,chinese
8356,mexican
39098,italian
20266,mexican
39096,indian
39093,indian
20264,cajun_creole
48042,mexican
22428,brazilian
17831,mexican
22422,indian
20617,spanish
26338,italian
13777,indian
27934,spanish
13778,italian
26337,korean
5784,mexican
5785,mexican
5780,filipino
17836,italian
5783,italian
17784,italian
3600,filipino
49572,indian
32747,italian
19990,french
11439,mexican
32743,italian
19996,chinese
19999,mexican
32749,italian
19228,chinese
38876,spanish
38874,mexican
17456,mexican
17105,cajun_creole
38879,filipino
4453,mexican
4452,mexican
37649,thai
13341,indian
13347,mexican
13345,italian
21212,italian
36249,jamaican
36711,indian
36245,mexican
36714,chinese
36715,indian
42090,french
42091,chinese
49012,southern_us
24865,indian
21811,italian
25306,southern_us
49019,southern_us
42099,french
21818,japanese
48633,italian
41278,cajun_creole
48634,italian
48635,italian
41274,japanese
41270,italian
16855,chinese
16854,mexican
16853,mexican
16852,french
44731,italian
42898,french
12167,indian
6330,indian
6332,southern_us
46596,chinese
46591,mexican
46593,southern_us
46592,mexican
41018,moroccan
27888,southern_us
41013,moroccan
27885,italian
27882,mexican
41014,southern_us
29211,italian
10451,thai
39653,vietnamese
10457,irish
10458,french
47206,mexican
18812,italian
37592,italian
33033,chinese
8903,greek
33747,italian
30219,french
42219,mexican
30216,southern_us
44192,indian
44197,french
26938,filipino
7124,southern_us
7125,italian
26019,southern_us
37626,greek
37624,chinese
1668,indian
1664,indian
1663,southern_us
48479,british
26689,chinese
44998,japanese
2828,spanish
35996,thai
40630,indian
44990,indian
35991,italian
2823,vietnamese
47941,southern_us
3387,british
47943,indian
28036,french
14759,mexican
47946,italian
47948,southern_us
34244,indian
1409,italian
3965,mexican
39557,japanese
34243,french
1400,cajun_creole
1405,indian
32571,mexican
13904,french
35196,mexican
13900,italian
35190,greek
13909,southern_us
18104,japanese
18101,italian
47684,chinese
5570,italian
34020,southern_us
34021,jamaican
34027,thai
38267,italian
31306,southern_us
31307,moroccan
33460,italian
47689,italian
339,southern_us
14474,indian
47365,chinese
47364,japanese
47369,irish
47368,japanese
32970,french
19055,mexican
48999,southern_us
25907,chinese
25901,mexican
25654,mexican
25657,italian
25303,french
23431,indian
23435,chinese
23439,italian
29111,italian
31750,mexican
39135,italian
39134,irish
39139,mexican
10369,vietnamese
16629,mexican
16626,mexican
16627,russian
16625,italian
16192,chinese
11928,mexican
6109,korean
6108,mexican
12756,mexican
6104,indian
12750,filipino
10939,southern_us
10935,cajun_creole
10933,korean
16990,italian
16991,french
16992,indian
9448,indian
9110,indian
16999,southern_us
9117,russian
9116,vietnamese
16448,italian
12287,indian
12280,indian
12283,mexican
12288,southern_us
21153,russian
16445,indian
26103,mexican
42285,italian
42287,indian
21487,spanish
33367,mexican
3417,italian
22933,southern_us
22932,mexican
22935,italian
49223,indian
49221,french
49226,mexican
18218,indian
38469,italian
19231,mexican
38464,greek
43388,mexican
19980,japanese
10665,jamaican
4862,chinese
2014,indian
4864,chinese
14101,mexican
14100,japanese
33484,italian
18484,thai
18485,french
17714,chinese
17716,italian
7445,japanese
17719,spanish
7444,mexican
13155,thai
13154,mexican
13153,japanese
13151,italian
13159,vietnamese
36050,italian
10594,chinese
36059,mexican
36500,thai
33267,italian
33265,italian
33264,italian
18664,indian
18967,italian
33269,italian
45907,mexican
41484,greek
48171,korean
45901,chinese
41481,italian
17903,italian
48178,spanish
45908,mexican
30688,moroccan
34909,southern_us
34903,italian
30682,italian
30683,irish
44052,italian
44056,cajun_creole
44506,mexican
40028,italian
44059,irish
19902,british
47884,italian
47554,filipino
47880,korean
12995,indian
37245,moroccan
29535,mexican
29537,chinese
24004,mexican
29029,moroccan
29023,vietnamese
40281,spanish
29026,italian
40285,southern_us
21159,italian
47776,greek
4466,italian
8119,french
6928,italian
15415,thai
15417,italian
7712,southern_us
26743,french
26740,mexican
39305,mexican
26749,southern_us
13370,italian
44174,mexican
8376,southern_us
34763,italian
34762,spanish
34760,russian
40129,filipino
23267,russian
28951,japanese
24428,cajun_creole
28777,italian
28772,italian
24425,mexican
24426,mexican
22441,british
22116,vietnamese
22443,italian
22114,southern_us
18684,italian
22449,cajun_creole
